cabang,latitude_cabang,longitude_cabang,lama_beroperasi_bulan,Omset Jan25,Omset Jan26,Growth,Persen Growth,Kategori_By_StdDev,Kategori_Percentile,Kategori_Atasan,Kategori_ZScore,Kategori_IQR,Kategori_Final
Store-1056,-7.216235052,109.0514327,98,134239973,200339770,66099796,49.24,Sedang,Atas,Baik,Normal,Normal,High Performer
Store-1057,-6.247131106,105.7153742,50,116105463,164332651,48227188,41.54,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1058,-4.449706471,105.6704946,71,75966486,112908510,36942024,48.63,Sedang,Atas,Baik,Normal,Normal,High Performer
Store-1059,-5.393399768,107.5102956,108,50000000,107887238,57887238,115.77,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-1060,-6.764721498,105.7538007,58,58365272,121051789,62686517,107.4,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-1061,-5.051251934,106.6802685,34,78689478,72812465,-5877013,-7.47,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1062,-10.48161393,112.0949045,20,72952692,134929944,61977251,84.96,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-1063,-4.485651449,106.2280357,50,50000000,67663364,17663364,35.33,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1064,-8.818370668,105.9497496,102,50000000,69981916,19981916,39.96,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1065,-6.752461412,105.2267455,88,63183474,33050749,-30132725,-47.69,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-1066,-7.888304842,108.7060799,10,90582767,102525715,11942948,13.18,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1067,-8.150822214,106.3925396,32,50000000,43743528,-6256472,-12.51,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1068,-4.467559819,105.2221674,52,59573751,91220729,31646978,53.12,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-1069,-6.910351802,110.1488601,15,71544433,116505259,44960826,62.84,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-1070,-5.689044177,110.3946075,101,109317516,40469941,-68847575,-62.98,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-1071,-6.279180868,105.3445411,84,99504612,118528506,19023894,19.12,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1072,-5.493238759,102.1792501,3,93133340,153553092,60419752,64.87,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-1073,-6.093567163,109.3643842,37,50000000,56266421,6266421,12.53,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1074,-8.133288336,105.1340254,40,50000000,74581273,24581273,49.16,Sedang,Atas,Baik,Normal,Normal,High Performer
Store-1075,-4.714399771,108.822164,72,51865705,69524224,17658519,34.05,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1076,-6.949434875,101.9203405,40,119757461,160075498,40318037,33.67,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1077,-8.543672848,109.0770933,108,151496445,165354432,13857987,9.15,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-1078,-6.850972741,103.8176702,56,100566470,71740869,-28825601,-28.66,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1079,-3.957660314,108.6725103,23,84952641,63832390,-21120251,-24.86,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1080,-4.933467387,106.8812827,104,82456694,122344378,39887684,48.37,Sedang,Atas,Baik,Normal,Normal,High Performer
Store-1081,-6.731778202,104.4607515,11,50000000,60389165,10389165,20.78,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1082,-6.732686556,105.8280092,110,60730939,69512335,8781396,14.46,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1083,-6.691252577,108.5613961,64,178739807,184181359,5441552,3.04,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-1084,-3.093678025,107.1103361,8,50000000,53896223,3896223,7.79,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-1085,-5.635896822,108.3066325,93,173011266,280064534,107053267,61.88,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-1086,-5.563737529,111.7867015,94,54123721,57690602,3566881,6.59,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-1087,-4.663374819,102.934996,56,145437830,96508779,-48929051,-33.64,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-1088,-5.850616261,110.8886314,60,50000000,221441187,171441187,342.88,Tinggi,Atas,Sangat Baik,High Performer,Extreme High,Outstanding
Store-1089,-6.597363219,107.1064898,10,93319768,104336105,11016337,11.8,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1090,-6.503324774,104.5986399,39,50000000,60627917,10627917,21.26,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1091,-6.316201889,103.5198159,28,50000000,92151566,42151566,84.3,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-1092,-6.264633355,106.372799,49,74859264,89215457,14356193,19.18,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1093,-5.117355685,109.1497253,36,120322124,158304627,37982502,31.57,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1094,-6.130881171,106.5267272,13,50000000,36421530,-13578470,-27.16,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1095,-5.109839884,110.6234873,96,50000000,55606611,5606611,11.21,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1096,-6.32987487,103.2176608,36,62139545,89717723,27578178,44.38,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1097,-6.090847215,106.8153776,101,62304163,36002492,-26301671,-42.21,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-1098,-9.206101027,103.7146164,26,91238889,116816620,25577731,28.03,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1099,-4.834308488,107.7546797,86,116076120,143971119,27894999,24.03,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1100,-5.689067286,109.0628185,4,63360481,77078974,13718493,21.65,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1101,-4.711784835,105.7936955,95,199894841,322802894,122908053,61.49,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-1102,-10.55318307,100.3350654,82,75115752,100187543,25071791,33.38,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1103,-3.076237943,107.3429704,64,53337174,95539080,42201906,79.12,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-1104,-6.418184442,107.9374464,38,50000000,40128210,-9871790,-19.74,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1105,-4.546525775,107.8563369,88,56086421,70353114,14266693,25.44,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1106,-7.768658891,109.9350555,120,53659433,66204295,12544863,23.38,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1107,-5.289639142,104.1679658,87,116824443,90223307,-26601136,-22.77,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1108,-7.788923345,108.5461403,22,86658891,137139255,50480364,58.25,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-1109,-7.144453441,109.8268688,2,50000000,106493466,56493466,112.99,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-1110,-3.337752969,102.399131,31,72809182,86875739,14066557,19.32,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1111,-6.494823601,107.6447296,119,98239477,137732576,39493099,40.2,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1112,-5.88265069,105.5851504,11,164236631,1085137306,920900676,560.72,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High,Outstanding
Store-1113,-4.903698404,106.6417933,92,111831338,102277154,-9554184,-8.54,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1114,-5.465277168,107.7147912,46,103647678,48890184,-54757494,-52.83,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-1115,-5.983171642,105.6275286,96,68070303,62467478,-5602825,-8.23,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1116,-5.661358496,105.1563298,62,82886868,53314214,-29572655,-35.68,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-1117,-2.603676622,106.930981,69,138960870,261474447,122513577,88.16,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-1118,-6.295228196,104.1274852,64,50000000,57697806,7697806,15.4,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1119,-5.90715143,104.1310372,102,53240844,495697808,442456964,831.05,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High,Outstanding
Store-1120,-4.632818406,108.5440332,10,50000000,77783077,27783077,55.57,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-1121,-4.550511101,103.9736149,40,82432627,61931596,-20501031,-24.87,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1122,-4.428254542,108.5113813,110,137362408,122699573,-14662835,-10.67,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1123,-5.250704667,108.0020782,24,50000000,61361445,11361445,22.72,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1124,-7.923307369,102.5310832,99,50000000,80575380,30575380,61.15,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-1125,-3.758652702,105.1516884,44,51272626,71816234,20543609,40.07,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1126,-7.92831809,109.8308735,112,113587525,147587685,34000160,29.93,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1127,-5.754846802,104.3926862,60,90655570,1138499723,1047844152,1155.85,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High,Outstanding
Store-1128,-7.340213775,105.6845893,62,84893811,510689944,425796133,501.56,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High,Outstanding
Store-1129,-6.30500752,108.0007522,87,55506130,71084545,15578415,28.07,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1130,-5.715656385,108.8040763,17,50000000,39400555,-10599446,-21.2,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1131,-5.726764177,106.2167528,65,89448768,108987213,19538445,21.84,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1132,-5.575918869,105.3518245,119,50000000,38526227,-11473773,-22.95,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1133,-3.788233096,110.4015247,95,243458740,300046589,56587849,23.24,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1134,-5.528498548,111.1928492,95,92461632,93177361,715729,0.77,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-1135,-6.575034953,109.2927451,106,50000000,110787632,60787632,121.58,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-1136,-4.762669248,107.0588954,57,50000000,407263523,357263523,714.53,Tinggi,Atas,Sangat Baik,Extreme Superstar,Extreme High,Outstanding
Store-1137,-4.424594267,104.8249357,55,62098567,39637775,-22460793,-36.17,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-1138,-8.050211723,104.769489,106,56871156,65192994,8321838,14.63,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1139,-5.312699895,108.1518853,53,128328028,180652948,52324919,40.77,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1140,-5.157040887,107.8915956,56,73430483,137266948,63836465,86.93,Sedang,Atas,Sangat Baik,Normal,Normal,Outstanding
Store-1141,-6.655145255,110.3495965,98,50000000,48210952,-1789048,-3.58,Sedang,Tengah,Kurang,Normal,Normal,Underperformer
Store-1142,-4.14523978,108.4717252,9,204129348,115747222,-88382127,-43.3,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-1143,-6.433883381,103.0878992,22,67631540,103255426,35623886,52.67,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-1144,-6.02043532,109.475469,13,104145947,67461632,-36684314,-35.22,Sedang,Bawah,Kurang,Normal,Normal,Critical
Store-1145,-6.468407736,104.3504484,89,50000000,51276891,1276891,2.55,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-1146,-6.185431429,105.8856718,48,81643223,89558681,7915458,9.7,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-1147,-7.85321263,107.4711005,18,79135014,92757840,13622825,17.21,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1148,-8.368876324,111.8347687,115,50000000,73783289,23783289,47.57,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1149,-3.817042405,114.6203964,76,220005932,203845679,-16160253,-7.35,Sedang,Bawah,Kurang,Normal,Normal,Underperformer
Store-1150,-7.479242022,108.3624076,40,142433627,155325053,12891425,9.05,Sedang,Tengah,Cukup,Normal,Normal,Average
Store-1151,-7.695888524,106.3876085,17,51736951,61789020,10052068,19.43,Sedang,Tengah,Baik,Normal,Normal,Average
Store-1152,-9.43888517,108.1818641,15,50000000,62991959,12991959,25.98,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1153,-7.167242622,109.0647386,106,80884840,100226902,19342062,23.91,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1154,-8.19343469,106.0439309,15,69165907,95061782,25895875,37.44,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1155,-3.74577726,111.3336284,79,81279254,124969764,43690509,53.75,Sedang,Atas,Sangat Baik,Normal,Normal,High Performer
Store-1156,-4.694074366,107.4207769,63,73658230,99958169,26299940,35.71,Sedang,Tengah,Baik,Normal,Normal,High Performer
Store-1157,-7.241025518,108.0899577,119,88964199,122898189,33933989,38.14,Sedang,Tengah,Baik,Normal,Normal,High Performer
