cabang,Omset Jan25,Omset Mei26,Growth,latitude_cabang,longitude_cabang,Persen Growth,Kategori,lama_buka_bulan,Kategori_By_StdDev,Kategori_By_Percentile,Kategori_Atasan,Kategori_Hibrida,Kategori_Baru,Z_Score,Kategori_ZScore,Kategori_IQR
KWG057,239300000,475500000,236200000,-6.393981,107.378032,0.9870455495,Sangat Baik,18,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.006250714507943306,Sedang,Tinggi
SBM010,444850000,475400000,30550000,-6.895769,106.813749,0.06867483421,Baik,49,Sedang,Sedang,Baik,Rendah,Rendah,-0.17232682555661424,Sedang,Sedang
CBI018,399850000,473900000,74050000,-6.44871,107.059127,0.1851944479,Baik,72,Sedang,Sedang,Baik,Sedang,Sedang,-0.14966954169988528,Sedang,Sedang
CMS001,492300000,473600000,-18700000,-7.305465,108.242363,-0.03798496852,Kurang Baik,51,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19306686536644177,Sedang,Rendah
CPT025,358600000,473600000,115000000,-6.287956,106.759619,0.3206915784,Baik,49,Sedang,Sedang,Baik,Sedang,Sedang,-0.12332207237443366,Sedang,Sedang
IDM021,0,472800000,472800000,-6.34304,107.956154,0.0,#DIV/0!,14,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
TGL003,396150000,472550000,76400000,-6.859384,109.144323,0.1928562413,Baik,36,Sedang,Sedang,Baik,Sedang,Sedang,-0.14817970301592548,Sedang,Sedang
SMD013,297450000,472000000,174550000,-6.8347891,107.9169789,0.5868213145,Sangat Baik,21,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07157304246796431,Sedang,Sedang
CPT029,0,471600000,471600000,-6.33234,106.709847,0.0,#DIV/0!,13,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
IDM008,286950000,471550000,184600000,-6.500808,108.426457,0.6433176512,Sangat Baik,47,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.060587307989966366,Sedang,Sedang
DPK038,394250000,470850000,76600000,-6.372201,106.88092,0.1942929613,Baik,57,Sedang,Sedang,Baik,Sedang,Sedang,-0.14790033225737453,Sedang,Sedang
SLW011,0,470200000,470200000,-6.87900841,109.1524008,0.0,#DIV/0!,14,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
SOR046,0,470150000,470150000,-7.073637,107.741378,0.0,#DIV/0!,14,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
SRG002,464750000,470100000,5350000,-6.12614,106.164288,0.01151156536,Baik,61,Sedang,Rendah,Baik,Rendah,Rendah,-0.18344224524860483,Sedang,Rendah
RKB007,255650000,469400000,213750000,-6.785569,106.017365,0.8361040485,Sangat Baik,29,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.02309991862251347,Sedang,Tinggi
CBN004,625450000,468300000,-157150000,-6.727866,108.564819,-0.2512590935,Kurang Baik,49,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.23453810128920607,Sedang,Rendah
BYL001,230650000,467850000,237200000,-7.452767,110.544006,1.028398006,Sangat Baik,29,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.014291715635755538,Sedang,Tinggi
SNG009,428350000,467050000,38700000,-6.278741,107.664562,0.09034667912,Baik,47,Sedang,Sedang,Baik,Rendah,Rendah,-0.16811272694887902,Sedang,Sedang
KYB031,379450000,466850000,87400000,-6.31151645,106.7935571,0.2303333773,Baik,23,Sedang,Sedang,Baik,Sedang,Sedang,-0.14089225945515002,Sedang,Sedang
CMS005,329000000,466600000,137600000,-7.489345,108.616493,0.4182370821,Sangat Baik,24,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10435431152896339,Sedang,Sedang
DMK001,203100000,465950000,262850000,-7.02545,110.513481,1.294190054,Sangat Baik,24,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.06597508196083769,Sedang,Tinggi
DPK046,341900000,465800000,123900000,-6.40409,106.838997,0.3623866628,Sangat Baik,24,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.11521444711921754,Sedang,Sedang
SOR016,534800000,465400000,-69400000,-7.042553,107.554573,-0.1297681376,Kurang Baik,50,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.210914138020884,Sedang,Rendah
SKH001,302000000,465150000,163150000,-7.557858,110.77636,0.5402317881,Sangat Baik,29,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.0806323938592568,Sedang,Sedang
SPA006,383250000,464800000,81550000,-7.155331,108.15172,0.2127853881,Baik,36,Sedang,Sedang,Baik,Sedang,Sedang,-0.14430447272833336,Sedang,Sedang
SMD012,380850000,463850000,83000000,-6.84609162,107.9233072,0.2179335696,Baik,21,Sedang,Sedang,Baik,Sedang,Sedang,-0.1433034068485426,Sedang,Sedang
PML002,369500000,463600000,94100000,-6.884017,109.37945,0.2546684709,Baik,35,Sedang,Sedang,Baik,Sedang,Sedang,-0.13616029111167285,Sedang,Sedang
SKB009,0,463050000,463050000,-6.928003,106.95784,0.0,#DIV/0!,15,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
BKS059,0,462300000,462300000,-6.297298,107.023839,0.0,#DIV/0!,14,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
DPK045,434400000,461000000,26600000,-6.378402,106.813721,0.06123388582,Baik,35,Sedang,Sedang,Baik,Rendah,Rendah,-0.1737737208431369,Sedang,Sedang
CJR009,387300000,459850000,72550000,-6.938614,107.128227,0.187322489,Baik,43,Sedang,Sedang,Baik,Sedang,Sedang,-0.14925574328660043,Sedang,Sedang
KWG018,346700000,459500000,112800000,-6.329685,107.329399,0.3253533314,Baik,56,Sedang,Sedang,Baik,Sedang,Sedang,-0.12241559270422152,Sedang,Sedang
PWK017,183200000,459350000,276150000,-6.479894,107.480223,1.507368996,Sangat Baik,20,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.10742780951640192,Sedang,Tinggi
CBI086,0,458900000,458900000,-6.420188,107.002806,0.0,#DIV/0!,13,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
SBM026,0,458400000,458400000,-6.779817,106.784081,0.0,#DIV/0!,13,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
CKR045,0,458250000,458250000,-6.235918,107.07193,0.0,#DIV/0!,13,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
DMK006,167500000,457650000,290150000,-7.040211,110.494726,1.732238806,Sangat Baik,17,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.15115383086705428,Sedang,Tinggi
SBR017,310050000,455950000,145900000,-6.770771,108.415234,0.470569263,Sangat Baik,38,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09417829875357303,Sedang,Sedang
BBS006,339550000,455100000,115550000,-6.92999,108.886398,0.3403033427,Baik,32,Sedang,Sedang,Baik,Sedang,Sedang,-0.11950855723647111,Sedang,Sedang
SRG023,207450000,453200000,245750000,-6.17951297,106.1486206,1.184622801,Sangat Baik,22,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.044669687323779336,Sedang,Tinggi
KNG011,333150000,453150000,120000000,-6.968877,108.490588,0.360198109,Sangat Baik,27,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.1156400122503743,Sedang,Sedang
CLG010,0,452300000,452300000,-6.042885,106.057571,0.0,#DIV/0!,13,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
CBI079,47550000,451600000,404050000,-6.51442,106.902203,8.497371188,Sangat Baik,16,Tinggi,Tinggi,Sangat Baik,Tinggi,Tinggi,1.4666364337799211,Baik,Extreme High
PKL002,543250000,451200000,-92050000,-6.907112,109.677718,-0.1694431661,Kurang Baik,34,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.21862896262663584,Sedang,Rendah
DPK054,0,449700000,449700000,-6.40972332,106.8169821,0.0,#DIV/0!,13,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
CBI058,303750000,449550000,145800000,-6.4504873,106.9516589,0.48,Sangat Baik,22,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09234448830380929,Sedang,Sedang
SBM017,198700000,448600000,249900000,-7.3417896,106.5638401,1.257674887,Sangat Baik,22,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.05887469364341691,Sedang,Tinggi
SBR016,371000000,448050000,77050000,-6.862726,108.584434,0.2076819407,Baik,39,Sedang,Sedang,Baik,Sedang,Sedang,-0.14529684004511248,Sedang,Sedang
GRT019,308800000,446950000,138150000,-7.053431,108.047345,0.447376943,Sangat Baik,35,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09868805432943785,Sedang,Sedang
CJR016,108200000,446850000,338650000,-7.268373,107.124282,3.129852126,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.4229202803974566,Sedang,Extreme High
SBR022,499100000,445400000,-53700000,-6.906579,108.747547,-0.1075936686,Kurang Baik,33,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.2066023039648434,Sedang,Rendah
KWG037,434450000,445200000,10750000,-6.388854,107.413271,0.02474392911,Baik,34,Sedang,Rendah,Baik,Rendah,Rendah,-0.18086920700993642,Sedang,Rendah
BBS008,273500000,444150000,170650000,-7.249794,109.007545,0.6239488117,Sangat Baik,30,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.06435358630680381,Sedang,Sedang
KYB026,454300000,443700000,-10600000,-6.239113,106.756682,-0.0233325996,Kurang Baik,56,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.19021770657436757,Sedang,Rendah
TNG012,583300000,443250000,-140050000,-6.226313,106.712678,-0.2400994343,Kurang Baik,80,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.23236810125031598,Sedang,Rendah
DPR017,159850000,443200000,283350000,-8.615708,115.194116,1.772599312,Sangat Baik,17,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.1590019468372645,Sedang,Tinggi
CMH002,521950000,443100000,-78850000,-6.877362,107.547822,-0.15106811,Kurang Baik,61,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.2150559258755129,Sedang,Rendah
SBM015,245500000,442850000,197350000,-6.97737,106.7195197,0.8038696538,Sangat Baik,23,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.029367909113889593,Sedang,Tinggi
TNG031,155350000,442050000,286700000,-6.234071,106.718854,1.845510138,Sangat Baik,20,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.17317948509537795,Sedang,Extreme High
SRG016,347450000,441300000,93850000,-6.12445,106.225327,0.2701108073,Baik,32,Sedang,Sedang,Baik,Sedang,Sedang,-0.13315752283819784,Sedang,Sedang
KWG033,515000000,440950000,-74050000,-6.09181,107.206552,-0.1437864078,Kurang Baik,38,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.21363999607210224,Sedang,Rendah
TSM003,348000000,440750000,92750000,-7.354743,108.272336,0.2665229885,Baik,35,Sedang,Sedang,Baik,Sedang,Sedang,-0.13385517558869856,Sedang,Sedang
SBR039,273600000,440700000,167100000,-6.905638,108.720516,0.610745614,Sangat Baik,24,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.06692095319579208,Sedang,Sedang
NPH011,300750000,440350000,139600000,-6.811935,107.617153,0.4641729011,Sangat Baik,29,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09542207379392148,Sedang,Sedang
SNG027,0,439150000,439150000,-6.673263,107.651493,0.0,#DIV/0!,13,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
BBS007,397000000,438050000,41050000,-6.937536,108.884605,0.1034005038,Baik,31,Sedang,Sedang,Baik,Sedang,Rendah,-0.16557440570128532,Sedang,Sedang
SRG027,7700000,437750000,430050000,-6.161736,106.324356,55.85064935,Sangat Baik,16,Tinggi,Tinggi,Sangat Baik,Ekstrem (Superstar),Tinggi,10.674499649989306,Extreme,Extreme High
GGP037,0,436900000,436900000,-6.157817,106.766182,0.0,#DIV/0!,13,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
SPA002,575650000,436750000,-138900000,-7.147814,108.147476,-0.241292452,Kurang Baik,52,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.23260008400256676,Sedang,Rendah
IDM018,208650000,436400000,227750000,-6.314395,107.993584,1.091540858,Sangat Baik,22,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.026569867579287133,Sedang,Tinggi
MKD002,239600000,434950000,195350000,-7.579901,110.283601,0.8153171953,Sangat Baik,27,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.02714193025064654,Sedang,Tinggi
CKR040,0,434150000,434150000,-6.19504,107.114676,0.0,#DIV/0!,16,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
SNG014,338200000,434100000,95900000,-6.56259,107.762128,0.2835600237,Baik,37,Sedang,Sedang,Baik,Sedang,Sedang,-0.13054231751803527,Sedang,Sedang
MJL014,272500000,430950000,158450000,-6.748319,108.210819,0.5814678899,Sangat Baik,27,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07261401794777063,Sedang,Sedang
RKB006,200550000,430800000,230250000,-6.835778,105.887543,1.148092745,Sangat Baik,29,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.037566403834561626,Sedang,Tinggi
CBI069,170850000,430200000,259350000,-6.461549,106.73996,1.517998244,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.10949467089272172,Sedang,Tinggi
CBI085,0,429950000,429950000,-6.449705,106.80262,0.0,#DIV/0!,14,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
SKT004,99150000,429700000,330550000,-7.548959,110.803726,3.33383762,Sangat Baik,17,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.4625853384408969,Sedang,Extreme High
KWG024,691300000,429600000,-261700000,-6.156645,107.302211,-0.3785621293,Jelek,47,Sedang,Rendah,Jelek,Rendah,Rendah,-0.2592922257374531,Sedang,Rendah
MDN004,133600000,429200000,295600000,-3.610209,98.641037,2.21257485,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.24455536002488973,Sedang,Extreme High
TGL002,392400000,429000000,36600000,-6.886188,109.144727,0.09327217125,Baik,37,Sedang,Sedang,Baik,Rendah,Rendah,-0.1675438638750073,Sedang,Sedang
SBR020,283650000,428900000,145250000,-6.709602,108.527924,0.51207474,Sangat Baik,38,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.08610754273047233,Sedang,Sedang
BJR005,257050000,428300000,171250000,-7.37426,108.547066,0.6662127991,Sangat Baik,17,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.056135337643650224,Sedang,Sedang
BDG019,0,428100000,428100000,-6.922284,107.589577,0.0,#DIV/0!,14,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
NPH009,463050000,425600000,-37450000,-6.832819,107.350845,-0.08087679516,Kurang Baik,35,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20140719761214926,Sedang,Rendah
SOR042,302550000,425550000,123000000,-7.020904,107.656616,0.4065443728,Sangat Baik,19,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10662796336554728,Sedang,Sedang
CLP009,118550000,425100000,306550000,-7.41275834,108.8994493,2.585828764,Sangat Baik,18,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.3171347276722345,Sedang,Extreme High
BGR019,426400000,424650000,-1750000,-6.639025,106.832825,-0.00410412758,Kurang Baik,29,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.18647872276819571,Sedang,Rendah
PWD002,140000000,424500000,284500000,-7.021441,110.769586,2.032142857,Sangat Baik,20,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.20947028934217443,Sedang,Extreme High
KWG029,315600000,424350000,108750000,-6.314769,107.302598,0.344581749,Baik,42,Sedang,Sedang,Baik,Sedang,Sedang,-0.11867661948003969,Sedang,Sedang
KWG060,133800000,423600000,289800000,-6.402072,107.468117,2.165919283,Sangat Baik,18,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.23548316701343658,Sedang,Extreme High
BYL004,0,423100000,423100000,-7.51121051,110.5145423,0.0,#DIV/0!,13,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
KWG054,225250000,422450000,197200000,-6.372149,107.52031,0.8754716981,Sangat Baik,20,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.015444863962509955,Sedang,Tinggi
KWG034,336000000,420950000,84950000,-6.323105,107.560337,0.252827381,Baik,37,Sedang,Sedang,Baik,Sedang,Sedang,-0.13651829175335914,Sedang,Sedang
SRG014,344950000,420250000,75300000,-6.033877,106.380814,0.2182925062,Baik,36,Sedang,Sedang,Baik,Sedang,Sedang,-0.14323361148812883,Sedang,Sedang
SOR022,284650000,420100000,135450000,-7.007587,107.551132,0.4758475321,Sangat Baik,41,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.09315193728975052,Sedang,Sedang
CBI068,118950000,420000000,301050000,-6.441208,106.949858,2.530895334,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.3064529010053086,Sedang,Extreme High
KLN009,222300000,419850000,197550000,-7.622084,110.760529,0.8886639676,Sangat Baik,24,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.012879622066229798,Sedang,Tinggi
PDG005,233300000,418850000,185550000,-6.318958,106.120524,0.795327904,Sangat Baik,34,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.031028855659478487,Sedang,Tinggi
BKS037,490700000,418650000,-72050000,-6.304918,106.932724,-0.1468310577,Kurang Baik,69,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.2142320294203434,Sedang,Rendah
SKH006,80350000,418650000,338300000,-7.618249,110.820282,4.210329807,Sangat Baik,19,Tinggi,Tinggi,Sangat Baik,Tinggi,Tinggi,0.6330195825150213,Baik,Extreme High
BKS057,293550000,418150000,124600000,-6.2883169,106.9412444,0.4244592063,Sangat Baik,23,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.1031444170766329,Sedang,Sedang
SLW012,0,417700000,417700000,-6.939378,109.135674,0.0,#DIV/0!,13,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
CBI014,466450000,417600000,-48850000,-6.464097,106.802856,-0.1047271948,Kurang Baik,74,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20604491702802033,Sedang,Rendah
GRT022,200750000,417550000,216800000,-7.6408534,107.7326099,1.079950187,Sangat Baik,23,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.02431605712952339,Sedang,Tinggi
SRG026,189600000,416400000,226800000,-6.049891,105.924149,1.196202532,Sangat Baik,20,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.04692137048632043,Sedang,Tinggi
NPH016,0,415600000,415600000,-6.842163,107.495865,0.0,#DIV/0!,15,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
SBR034,326250000,415400000,89150000,-6.705875,108.457293,0.273256705,Baik,27,Sedang,Sedang,Baik,Sedang,Sedang,-0.13254580181616663,Sedang,Sedang
TGR031,551150000,415150000,-136000000,-6.060034,106.511437,-0.2467567813,Kurang Baik,50,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.23366262494409554,Sedang,Rendah
CMH004,334150000,414600000,80450000,-6.872255,107.556538,0.2407601377,Baik,33,Sedang,Sedang,Baik,Sedang,Sedang,-0.13886477187080715,Sedang,Sedang
MJL015,389850000,414000000,24150000,-6.834278,108.223028,0.06194690265,Baik,26,Sedang,Sedang,Baik,Rendah,Rendah,-0.17363507444533027,Sedang,Sedang
SOR033,365650000,412750000,47100000,-7.087651,107.563011,0.1288117052,Baik,38,Sedang,Sedang,Baik,Sedang,Sedang,-0.16063318778073776,Sedang,Sedang
KNG006,330050000,412350000,82300000,-6.974199,108.529175,0.2493561582,Baik,42,Sedang,Sedang,Baik,Sedang,Sedang,-0.13719327236665566,Sedang,Sedang
KWG052,292350000,412350000,120000000,-6.3700217,107.374915,0.4104669061,Sangat Baik,23,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10586522525132712,Sedang,Sedang
SKB003,395500000,412350000,16850000,-6.959207,106.89205,0.04260429836,Baik,44,Sedang,Sedang,Baik,Rendah,Rendah,-0.17739625131545686,Sedang,Sedang
TGR046,181500000,412350000,230850000,-6.1470522,106.5688962,1.271900826,Sangat Baik,23,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.06164093297295196,Sedang,Tinggi
PBG008,0,412150000,412150000,-7.390819,109.509956,0.0,#DIV/0!,14,Sedang,Rendah,Baik,Rendah,Rendah,-0.18568067357613705,Sedang,Rendah
SKH002,378400000,412150000,33750000,-7.560344,110.753044,0.08919133192,Baik,28,Sedang,Sedang,Baik,Rendah,Rendah,-0.16833738465786455,Sedang,Sedang
DPK035,537500000,411000000,-126500000,-6.358241,106.775619,-0.2353488372,Kurang Baik,59,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.23144434581056644,Sedang,Rendah
IDM015,593200000,410700000,-182500000,-6.354999,108.106584,-0.3076534053,Kurang Baik,34,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.24550399698601905,Sedang,Rendah
CLG007,264350000,409550000,145200000,-6.0098451,106.0464713,0.5492717988,Sangat Baik,23,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07887456028934217,Sedang,Sedang
KNG014,173800000,408000000,234200000,-6.971862,108.517513,1.347525892,Sangat Baik,25,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.07634625624671865,Sedang,Tinggi
CBI019,318650000,407800000,89150000,-6.407758,106.978772,0.2797740468,Baik,71,Sedang,Sedang,Baik,Sedang,Sedang,-0.13127850218756684,Sedang,Sedang
TGR039,222850000,406650000,183800000,-6.226174,106.559616,0.8247700247,Sangat Baik,43,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.025303823925175477,Sedang,Tinggi
GRT027,261250000,406300000,145050000,-7.3662127,107.8152954,0.555215311,Sangat Baik,22,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07771884204795147,Sedang,Sedang
SLW006,222900000,406200000,183300000,-6.947002,109.18419,0.8223418573,Sangat Baik,36,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.025775982013339298,Sedang,Tinggi
SGN003,143200000,405650000,262450000,-7.4699984,110.9304942,1.832751397,Sangat Baik,23,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.17069854298325784,Sedang,Tinggi
GGP012,493450000,405350000,-88100000,-6.120604,106.720306,-0.1785388591,Kurang Baik,86,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.22039762364127793,Sedang,Rendah
TSM002,538500000,405100000,-133400000,-7.333486,108.214427,-0.2477251625,Kurang Baik,51,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.2338509270422152,Sedang,Rendah
DMK005,121000000,404750000,283750000,-7.045284,110.579402,2.345041322,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.2703135166352306,Sedang,Extreme High
SBM001,477100000,404700000,-72400000,-6.758088,106.799586,-0.1517501572,Kurang Baik,68,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.2151885502168122,Sedang,Rendah
CBI023,361650000,403300000,41650000,-6.458458,106.796946,0.1151665975,Baik,66,Sedang,Sedang,Baik,Sedang,Sedang,-0.16328648423979622,Sedang,Sedang
MKD005,18700000,401700000,383000000,-7.393038,110.246639,20.48128342,Sangat Baik,16,Tinggi,Tinggi,Sangat Baik,Ekstrem (Superstar),Tinggi,3.7969127928908946,Extreme,Extreme High
CPT014,302750000,401250000,98500000,-6.279489,106.746721,0.3253509496,Baik,66,Sedang,Sedang,Baik,Sedang,Sedang,-0.12241605584615085,Sedang,Sedang
PWK018,226300000,401000000,174700000,-6.648216,107.392632,0.7719840919,Sangat Baik,20,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.03556806893266184,Sedang,Tinggi
CKR030,253900000,400700000,146800000,-6.161227,107.041258,0.578180386,Sangat Baik,24,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07325327435004958,Sedang,Sedang
PML011,44600000,400550000,355950000,-7.10432608,109.3257787,7.980941704,Sangat Baik,16,Tinggi,Tinggi,Sangat Baik,Tinggi,Tinggi,1.3662165212825947,Baik,Extreme High
CMH006,124950000,400350000,275400000,-6.882455,107.532547,2.204081633,Sangat Baik,17,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.24290385070099368,Sedang,Extreme High
NPH010,337350000,400200000,62850000,-6.920055,107.491158,0.1863050245,Baik,31,Sedang,Sedang,Baik,Sedang,Sedang,-0.14945358965135047,Sedang,Sedang
TGL007,15950000,399550000,383600000,-6.87573276,109.1315535,24.05015674,Sangat Baik,16,Tinggi,Tinggi,Sangat Baik,Ekstrem (Superstar),Tinggi,4.490881587492951,Extreme,Extreme High
PBG002,179350000,399400000,220050000,-7.392973,109.353867,1.226930583,Sangat Baik,32,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.05289645186380694,Sedang,Tinggi
SOR035,279000000,399000000,120000000,-6.98944,107.841333,0.4301075269,Sangat Baik,35,Sedang,Sedang,Sangat Baik,Sedang,Sedang,-0.10204609895580144,Sedang,Sedang
CBN007,451550000,398750000,-52800000,-6.70247,108.561364,-0.1169305725,Kurang Baik,30,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.20841786853209404,Sedang,Rendah
IDM019,149050000,398350000,249300000,-6.469039,108.301476,1.67259309,Sangat Baik,19,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,0.13955569836856127,Sedang,Tinggi
KLN008,213450000,398250000,184800000,-7.700332,110.704514,0.8657765285,Sangat Baik,25,Sedang,Tinggi,Sangat Baik,Tinggi,Tinggi,-0.017330093433410465,Sedang,Tinggi
GRT031,389350000,397800000,8450000,-7.22007915,107.8959426,0.02170283806,Baik,21,Sedang,Rendah,Baik,Rendah,Rendah,-0.18146054833842146,Sedang,Rendah
PDG007,244850000,397500000,152650000,-6.30615,105.980036,0.6234429242,Sangat Baik,33,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.06445195632644331,Sedang,Sedang
IDM014,324100000,397350000,73250000,-6.546968,108.285077,0.2260104906,Baik,42,Sedang,Sedang,Baik,Sedang,Sedang,-0.1417328464425302,Sedang,Sedang
KWG048,252850000,396950000,144100000,-6.173188,107.297397,0.5699031046,Sangat Baik,23,Sedang,Sedang,Sangat Baik,Tinggi,Tinggi,-0.07486279491317789,Sedang,Sedang
BKS029,508800000,395400000,-113400000,-6.298887,106.958109,-0.2228773585,Kurang Baik,81,Sedang,Rendah,Kurang Baik,Rendah,Rendah,-0.22901926196356,Sedang,Rendah
SOR004,382750000,392350000,9600000,-6.979874,107.833836,0.02508164598,Baik,54,Sedang,Rendah,Baik,Rendah,Rendah,-0.18080353783421163,Sedang,Rendah
